description,qualifiedSearch
"Adversaries may use network shares to exfliltrate date; they will then remove the shares to cover their tracks. This analytic looks for the removal of network shares via commandline, which is otherwise a rare event.

 - MITRE ATT&CK Techniques: T1070"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes 
    WHERE ((Processes.process_exec=""net.exe"" AND Processes.process=*delete*) OR Processes.process=""*Remove-SmbShare*"" OR Processes.process=""*Remove-FileShare*"")
    BY Processes.user Processes.dest Processes.process_exec Processes.parent_process_exec Processes.process Processes.parent_process 
| `drop_dm_object_name(Processes)`
| `security_content_ctime(firstTime)`
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because their contents can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using Living off the Land Binaries and Scripts (LOLBAS). - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""appvlp.exe""  by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*(\w+(\.\w+)?):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because their contents can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using Living off the Land Binaries and Scripts (LOLBAS). - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""bash.exe""  by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*-c.*(\w+(\.\w+)?):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because their contents can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using Living off the Land Binaries and Scripts (LOLBAS). - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""bitsadmin.exe""  by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*\/create.*\/addfile.*\/SetNotifyCmdLine.*\b(\w+\.\w+):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because their contents can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using Living off the Land Binaries and Scripts (LOLBAS). - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""cmd.exe""  by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*-\s+\<.*\b(\w+(\.\w+)?):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because their contents can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using Living off the Land Binaries and Scripts (LOLBAS). - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""control.exe"" by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*(\w+(\.\w+)?):(\w+\.dll).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because their contents can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using Living off the Land Binaries and Scripts (LOLBAS). - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""ftp.exe""  by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*-s:(\w+(\.\w+)?):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because their contents can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using Living off the Land Binaries and Scripts (LOLBAS). - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""mavinject.exe"" by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*\d+\s+\/INJECTRUNNING.*\b(\w+(\.\w+)?):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because they can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using system utilities such as powershell. - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""powershell.exe"" by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*Invoke-CimMethod\s+-ClassName\s+Win32_Process\s+-MethodName\s+Create.*\b(\w+(\.\w+)?):(\w+(\.\w+)?).*|.*-ep bypass\s+-\s+<.*\b(\w+(\.\w+)?):(\w+(\.\w+)?).*|.*-command.*Get-Content.*-Stream.*Set-Content.*start-process.*(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because they can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using system utilities such as rundll32.  - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""rundll32.exe"" by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*\""?(\w+(\.\w+)?):(\w+(\.\w+)?)?\""?,\w+\|(advpack\.dll\|ieadvpack\.dll),RegisterOCX\s+(\w+\.\w+):(\w+(\.\w+)?)\|(shdocvw\.dll\|ieframe\.dll),OpenURL.*(\w+\.\w+):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because they can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using system utilities such as wmic. - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""wmic.exe"" by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*process call create.*\""(\w+(\.\w+)?):(\w+(\.\w+)?).*""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"NTFS Alternate Data Streams (ADSs) may be used by adversaries as a means of evading security tools by storing malicious data or binaries in file attribute metadata. ADSs are also powerful because they can be directly executed by various Windows tools; accordingly, this analytic looks at common ways of executing ADSs using system utilities such as wscript and cscript. - MITRE ATT&CK Techniques: T1564"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_exec=""wscript.exe"" OR  Processes.process_exec=""cscript.exe"" by Processes.process_exec, host, Processes.process
| `drop_dm_object_name(Processes)` 
| eval is_ads=if(match(process, "".*(?<!\/)\b\w+(\.\w+)?:\w+(\.\w+)?$""),1,0) 
| where is_ads=1
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
"PowerShell is a scripting environment included with Windows that is used by both attackers and administrators. Execution of PowerShell scripts in most Windows versions is opaque and not typically secured by antivirus which makes using PowerShell an easy way to circumvent security measures. This analytic detects execution of PowerShell scripts. - MITRE ATT&CK Techniques: T1059"," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes 
    WHERE Processes.action=allowed 
    AND Processes.process_path=""C:\\Windows\\*\\powershell.exe"" 
    AND Processes.parent_process_path!=""C:\\Windows\\explorer.exe"" 
    BY Processes.user, Processes.dest, Processes.process_name, Processes.process, Processes.process_path, Processes.process_exec, Processes.parent_process_name, Processes.parent_process, Processes.parent_process_path, Processes.parent_process_exec 
| `drop_dm_object_name(Processes)` 
| `security_content_ctime(firstTime)` 
| `security_content_ctime(lastTime)`"
