id_desc,datasource
sser_detect_lateral_movement_with_wmi:<p>This use case looks for WMI being used for lateral movement.</p><p><b>Alert Volume:</b> Low</p>,"Endpoint Detection and Response
Windows Security"
sser_detect_log_clearing_with_wevtutil:<p>This use case looks for the wevutil process clearing the Windows Audit Logs</p><p><b>Alert Volume:</b> Low</p>,"Endpoint Detection and Response
Windows Security"
"sser_fake_windows_processes:<p>This example finds processes normally run from Windows\System32 or Windows\SysWOW64, running from some other location. This can indicate a malicious process trying to hide as a legitimate process.</p><p><b>Alert Volume:</b> Low</p>","Endpoint Detection and Response
Windows Security"
sser_malicious_command_line_executions:<p>Ransomware and other malware variants often execute long commands using command line arguments. This search performs statistical analysis of these CLI arguments to detect potentially malicious executions.</p><p><b>Alert Volume:</b> Medium</p>,"Endpoint Detection and Response
Windows Security"
"sser_monitor_autorun_registry_keys:<p>Attackers often add malware to the <a href=""https://msdn.microsoft.com/en-us/library/windows/desktop/aa376977(v=vs.85).aspx"">Windows Autorun</a> registry keys to maintain persistence. This search looks through registry data for suspicious activities.</p><p><b>Alert Volume:</b> High</p>",Endpoint Detection and Response
"sser_monitor_successful_backups:<p>With good backups, a ransomware attack goes from unrecoverable losses to a manageable nuisance. This shows how you can track successful backups.</p><p><b>Alert Volume:</b> Very High</p>",Backup
sser_monitor_successful_windows_updates:<p>Malware often uses operating system vulnerabilities to infect an endpoint or to spread. This example verifies the Windows updates for specific vulnerabilities exploited by the WannaCry ransomware.</p><p><b>Alert Volume:</b> Very High</p>,Patch Management
"sser_monitor_unsuccessful_backups:<p>With good backups, a ransomware attack goes from unrecoverable losses to a manageable nuisance. This shows how you can analyze failed backups.</p><p><b>Alert Volume:</b> Low</p>",Backup
sser_monitor_unsuccessful_windows_updates:<p>Keeping current with Microsoft updates for Windows is one of the best ways to prevent malware. This example identifies hosts that have failed to implement appropriate updates.</p><p><b>Alert Volume:</b> Low</p>,Patch Management
sser_ransomware_extensions:<p>This example queries your endpoint data to find encrypted files that ransomware will create. You can often even use these extensions to identify the ransomware affecting a given endpoint.</p><p><b>Alert Volume:</b> Low</p>,"Endpoint Detection and Response
Windows Security"
sser_ransomware_note_files:<p>Most ransomware leaves a note on the endpoint containing directions for the victim to pay a ransom. This use case looks for these note files.</p><p><b>Alert Volume:</b> Low</p>,"Endpoint Detection and Response
Windows Security"
sser_ransomware_vulnerabilities:<p>This use case queries your Vulnerability Management logs from solutions like Nessus in order to identify the hosts in your environment that might be vulnerable to ransomware.</p><p><b>Alert Volume:</b> Low</p>,Vulnerability Detection
sser_smb_traffic_allowed:<p>This use case looks for any SMB traffic allowed through your firewall.</p><p><b>Alert Volume:</b> Low</p>,Network Communication
sser_spike_in_smb_traffic:<p>This search looks for hosts with an unusually high increase in SMB network connections.</p><p><b>Alert Volume:</b> Very Low</p>,Network Communication
"sser_tor_traffic:<p>The anonymity of TOR makes it the perfect place to hide C&C, exfiltration, or ransomware payment via bitcoin. This example looks for ransomware activity based on FW logs.</p><p><b>Alert Volume:</b> Low</p>",Network Communication
sser_windows_event_log_clearing_events:<p>This use case looks for Windows event codes that indicate the Windows Audit Logs were tampered with.</p><p><b>Alert Volume:</b> Low</p>,Windows Security
"ssl_certificates_with_punycode:The following analytic utilizes the Certificates Datamodel to look for punycode domains, starting with xn--, found in the SSL issuer email domain. The presence of punycode here does not equate to evil, therefore we need to decode the punycode to determine what it translates to. Remove the CyberChef recipe as needed and decode manually. Note that this is not the exact location of the malicious punycode to trip CVE-2022-3602, but a method to at least identify fuzzing occurring on these email paths. What does evil look like? it will start with",Risk Modifiers
stale_account_usage:<p>Detect long-inactive accounts that suddenly become active.</p>,"Windows Security
Authentication"
"steal_or_forge_authentication_certificates_behavior_identified:This correlation rule focuses on detecting potential threats associated with MITRE ATT&CK T1649 (Steal or Forge Authentication Certificates). The rule is designed to identify instances where 5 or more analytics related to Windows Certificate Services analytic story that are triggered within a specified time frame, which may indicate a potential attack in progress. By aggregating these analytics, security teams can swiftly respond to and investigate any suspicious activities, enhancing their ability to protect critical assets and prevent unauthorized access to sensitive information.",Risk Modifiers
substantial_increase_in_events:Alerts when a statistically significant increase in a particular event is observed.,Any Splunk Logs
substantial_increase_in_port_activity:Alerts when a statistically significant increase in events on a given port is observed.,Network Communication
"sunburst_correlation_dll_and_network_event:The malware sunburst will load the malicious dll by SolarWinds.BusinessLayerHost.exe. After a period of 12-14 days, the malware will attempt to resolve a subdomain of avsvmcloud.com. This detections will correlate both events.",Microsoft Sysmon Logs
supernova_webshell:This search aims to detect the Supernova webshell used in the SUNBURST attack.,Web Proxy
"suspicious_changes_to_file_associations:This search looks for changes to registry values that control Windows file associations, executed by a process that is not typical for legitimate, routine changes to this area.",Endpoint Detection and Response
"suspicious_computer_account_name_change:As part of the sAMAccountName Spoofing (CVE-2021-42278) and Domain Controller Impersonation (CVE-2021-42287) exploitation chain, adversaries need to create a new computer account name and rename it to match the name of a domain controller account without the ending '$'. In Windows Active Directory environments, computer account names always end with `$`. This analytic leverages Event Id 4781, `The name of an account was changed`, to identify a computer account rename event with a suspicious name that does not terminate with `$`. This behavior could represent an exploitation attempt of CVE-2021-42278 and CVE-2021-42287 for privilege escalation.",Windows Security
suspicious_container_image_name:<p>This search looks for image creation events in Kubernetes Audit logs and compares the image names against a known list of names that is likely to be suspicious. This technique is particularly useful for cryptomining attacks. </p><p><b>Alert Volume:</b> Low</p>,"AWS
GCP
Azure"
